RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTHx,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx
-0.593729552,-0.562681165,-0.867046553,-0.484283359,-0.168695997,-0.444815014,-0.098914705,-0.033337094,0.184415686,0.40018666,-0.283283464,-0.164389831,-0.625131412,-0.116544549,-0.094625014,-0.188687176,0.69780223,0.192018677,-0.29105324,-0.549972837,-1.413199607,0.63653543,-0.225605151,1.510351194,0.11130943,0.248357877,1.227345983,0.900955854,0.739692704,0.403096482,0.517165172,-0.356478646,-0.445537569,0.672163131,-1.508461846,0.037315282,0.253114908,-0.67481464,-0.071531875,-0.064496042,0.543841598,-0.115831614,0.122515502,-0.053800603,-0.923572904,-0.718072812,-0.793182153,0.315845102,0.782221816,0.897592415,0.000644956,-0.133560759,-0.639936447,0.099749468,0.027937711,-1.027211962,-0.399083822,-0.016589326,-0.133413209,0.015976452,1.639373399,2.67936382,1.055071203,0.185429062,0.456924372,-1.320245995,-0.153125965,-0.295479238,-0.068297369,-0.187946065,-0.518582476,-0.21863894,-0.624962669,-0.119457037,-0.057180073,0.162967465,-0.323730309,1.732104157,0.976288131,-1.000992335,-0.820944798,-0.314537513,-0.256554466,-0.148883741,0.451583154,1.024133719,-2.034490698,-5.171449445,-4.671908601,-4.396959962,-3.433946328,-3.405572034,-2.89699904,-2.857883497,0.829683566,1.090338747,0.657284097,-0.408614317,0.284943836,-1.622421787,-1.43870684,-1.851009426,-0.31364473,0.013091906,-2.082063925,-0.790401118,-0.008193903,-0.01489592,2.554444545,-0.71686826,0.571073719,-1.044641096,-0.03907802,-1.10230039,-2.08486247,-0.70641,1.47316062,-0.917445041,-0.191066334,-1.6958903,0.360242384,-2.045265366,-0.542362302,0.415783635,-0.065902529,1.012096845,0.616044587
0.2687985,-0.336051878,0.093535975,-0.383155458,0.837859571,-0.029748211,-0.475509475,-0.132309642,-0.204674283,-0.178107843,-0.113779865,-0.054748278,0.30624531,-0.397731164,-0.055795787,-0.245772724,-0.680875021,0.610916502,-0.336712794,-0.694127887,-1.151216741,0.916890243,0.303099834,0.546003371,0.244859318,0.176876451,0.910548239,-0.030765637,-0.446466621,0.708499154,0.272240065,-0.478156584,-1.186766623,0.800860008,-2.832764961,-0.369740942,-0.250490051,-0.676595287,0.495063623,0.358954529,0.327433525,0.566842396,-0.399937691,0.689242882,-0.923572904,-0.010260129,-0.92992556,-0.144624089,0.008104935,0.615512032,-0.409493116,-0.362297959,-0.906012962,-0.254894323,-0.21244366,-1.131330595,-0.67807783,0.693857198,0.645670673,2.166852708,2.119591987,2.745942941,-0.497898206,-0.059115261,0.114336004,-0.835794552,0.312807464,0.436364388,0.560530454,1.124627103,0.261784863,0.400130841,-0.836276765,-3.618947033,-2.464285175,4.74215259,-3.04896791,2.77203024,2.040349691,-1.060570393,-0.534363276,0.326662955,0.887317521,0.988657759,1.138486168,0.977212982,-2.593356512,-7.090211087,-6.219784379,-5.530216123,-3.970329987,-3.858025391,-3.287509957,-3.24950256,0.608802306,-0.271072695,1.240559561,0.037665649,0.728554986,3.710196246,3.244536559,2.374183941,3.123503623,0.013091906,-0.559186533,-0.771426799,-0.512899432,-0.201335131,-1.7930284,-0.700837082,-0.663388401,0.914697592,-0.038295526,-0.54654175,0.66098241,-0.58405712,-0.622663676,0.100616718,-1.214177581,-1.103294161,-0.952160853,-0.999381185,-1.997111979,-0.291566332,-0.23481028,-1.082522452,1.473456656
-0.777133164,-0.751599409,0.801022329,-1.008693438,1.736101298,-1.430951524,-0.645164033,-0.37639701,-0.303892327,-0.144125761,-0.354290784,-0.532545653,-1.748852638,-1.421224229,-1.224464217,-1.111908045,-0.141437921,0.167470065,-1.279031523,-0.47540988,-0.330689635,-1.042569828,-0.76799131,0.06382946,-0.155790346,0.499698466,-1.247231054,0.677629737,0.722525546,0.027269757,1.747401833,-0.737032191,-0.640815041,0.79352121,0.219815656,-0.960875258,-0.854799603,-1.076018399,-0.533198532,-0.639254443,0.08028161,-0.594822668,-0.79069364,0.470239101,-0.923572904,0.697552554,-0.793182153,-0.612745187,0.038354847,0.253923146,-1.088818544,-0.664872853,-1.199002092,-0.54098323,-0.200497218,-1.609038215,-0.818035363,0.745856285,0.924092975,-0.660893885,2.696155365,1.822059136,0.019758263,-0.018396908,-0.284794136,-2.169442616,-0.749309092,-0.624802335,-0.506254198,-1.297308388,-1.006311549,-0.408660622,-0.776429063,-1.334995069,-2.661676412,1.995144686,-1.325436222,-2.568130725,-0.387893356,4.182298722,3.33448727,1.475480461,0.791994856,0.841878211,1.27586677,1.352578878,-0.800328693,-3.768176005,-3.468005218,-3.593138731,-3.093984854,-3.141640909,-2.659526185,-2.647011695,1.200121934,0.363898777,1.675855309,-0.820635674,0.242306682,-1.121036199,-1.053408508,0.987324516,-0.646983515,0.013091906,0.519354909,2.201863152,2.496942582,-0.566656832,0.789786965,2.053329203,0.558008271,-0.068836777,0.648270854,2.088231973,1.311918073,1.593821627,-1.233307603,1.281802068,1.133927049,1.589159245,2.39186846,0.954073563,-0.622660358,0.503297767,0.304217171,1.363485854,1.388404329
-0.659809278,-0.71832937,-2.174448128,-0.904789523,-2.149683534,-0.222614403,-0.461073165,-0.282488504,-1.048625327,-0.197174725,-1.672487688,1.079301049,-0.00290566,0.419969752,-0.370166037,-0.201857571,-0.412176971,-1.266516644,-0.253134817,-0.76371998,-1.95056118,1.247835906,-0.346374015,1.992525105,-0.289340234,0.661819962,2.060814751,1.087814274,1.100976087,0.096382568,1.00535674,-0.694777281,-1.134553861,0.96509086,-1.500927092,-0.874037443,-0.703683461,-1.213379483,0.051258232,-0.489657113,-0.785175175,0.463582255,-0.790725889,1.751835922,-1.234363786,-1.425885494,-1.066668966,-0.589702083,0.476808348,0.228343886,-1.141977618,-0.818482936,-1.488883608,-0.384554023,-0.297585857,-2.097858511,-1.134006884,-0.887666914,-1.608463848,-0.476100919,0.94022618,2.883720924,2.090384143,0.021825541,0.328052555,-2.282312434,0.176450367,0.21135918,0.244895694,-0.676470484,-0.355270084,-0.591556216,-1.266371185,-3.221363286,-3.247170764,5.039940593,-2.796315685,-1.893584077,-1.179118618,-2.698966992,-1.680689364,-1.329771588,-0.828490459,-0.002104192,1.092692633,1.915627722,-0.241462879,-4.09751569,-3.34893785,-3.355945581,-2.784242178,-2.720607924,-2.1793033,-2.104769916,0.377603545,0.248613299,-0.405217973,-0.535016708,0.46116703,-1.060275221,-0.807069569,-5.383293001,-2.047825163,0.013091906,-0.632362396,0.672408223,-2.759124939,0.368816074,-0.895306348,-0.376353939,-0.054638825,-0.067613276,-0.729572867,-0.049867389,-0.049202886,-0.036735604,1.142995954,-0.307071933,0.060657573,-0.565649597,-0.964560015,-0.503588134,-2.610217452,-0.659023328,-1.051649077,-0.603296674,2.473275278
0.133734185,-0.071178774,-0.933991079,-1.639991495,-1.049785615,-0.592846761,-0.423440888,-0.11666595,-0.14706713,-0.576427541,0.610793651,-0.194088901,-0.610135194,-0.468284157,-1.759975876,-0.905104589,1.022339104,0.761493934,-1.00861675,-1.23595204,-1.319496403,-0.322066329,-0.580768264,0.546003371,0.378409206,-0.002483378,0.872335304,0.862209555,0.771975402,0.231896849,1.696012826,-0.541556791,-1.441117787,1.271571666,-1.161909494,-1.451908931,-1.076091504,-2.290280256,0.623035522,0.506238155,0.058566866,0.753500939,-0.660710448,0.981757498,-1.078968345,-0.718072812,-1.066668966,-0.827708651,-0.022530337,0.031971476,-1.188226301,-1.005362926,-1.552446455,-0.291294489,-0.309971709,-2.217805107,-1.248057409,-0.729928205,-1.635961037,-1.381278802,-0.831564228,2.653910656,1.572727623,0.141550064,0.475300555,-0.789654459,0.037740755,-0.178117211,0.745875693,-0.330974234,0.050228772,-0.448449397,-1.696421746,0.378626368,0.204727068,-0.798243886,0.095302067,-3.608056807,-4.944259523,-1.80529612,-2.28251056,-2.211422232,-1.273329565,-0.515832612,0.131028414,1.399499615,-1.475624884,-3.123815752,-2.700682183,-2.749785309,-2.119428628,-2.004223442,-1.487993432,-1.311490277,-0.298638851,-1.309783492,0.089034106,0.381695163,-0.290386936,0.982900502,0.950393944,2.706113073,1.695698442,1.183447815,-1.003336603,-2.228828858,-0.000281794,-0.189239461,-0.865387748,-0.695532409,0.529016595,-0.999227941,-0.707972562,-1.579466726,-0.699496679,-1.667110357,-0.049228152,-0.983748315,-1.326309994,-0.027373661,-1.825126846,0.925361291,-0.875524415,-0.0014665,-0.186880158,0.038403242,2.70272076
-1.575019246,-1.970302757,-2.275758663,-1.093572067,-0.738883238,-4.030227984,-3.13825226,-2.684362049,-3.042621039,-1.908366798,-2.787443326,-1.360510666,-3.937313973,-2.666103978,-2.743964853,-3.268490255,-1.580861143,-0.461590784,-3.503622729,-1.206126857,-2.307375711,0.531925881,-1.631922514,2.956872927,-0.422890123,1.769256458,1.333002946,0.900390365,0.403921311,1.036014241,2.517529117,-2.579890658,-3.142877593,0.475218538,-1.835507584,-3.311241457,-2.651612347,-4.569743375,-1.163948754,-1.535426615,-0.262018814,-1.838574201,-0.920838016,0.645824896,-1.85594555,-2.133698177,-1.750385999,-0.966316887,-0.653473447,0.417842914,-1.698834791,-0.910318495,-1.721134977,-0.54098323,-0.625718217,-2.331462428,-1.171494449,-1.762227292,-0.46575241,-0.4146391,-0.884730835,2.16504843,1.572727673,0.019901011,-0.044921792,-1.180983815,0.355122103,0.044610282,-0.576352589,-0.072069367,-0.117916695,0.055078361,-0.505937042,0.752245703,0.749565049,-1.361111499,0.48529092,-1.724947415,-1.642940324,0.011834653,-0.648995885,-1.062604726,-0.923813125,-0.809391708,-1.74650649,0.554926349,-1.452338809,-2.236030515,-2.18472359,-2.45988257,-1.877678247,-1.75914454,-1.366618418,-0.944975001,-0.34172778,-2.041582053,0.150209441,-0.107363145,0.300964045,0.198657673,0.151946508,-1.602550139,-0.536000273,-1.157264002,0.903414947,0.690229559,0.736347798,-0.003161046,-0.842260898,-0.015026413,-1.791879001,-0.046998207,-0.023215486,0.491334225,-0.03326266,0.174842836,-1.948208761,0.365747819,0.593721255,-1.577301442,1.070120325,-2.370938532,0.13339984,-0.297218854,-0.054269044,1.346665635,1.114238845
-0.579632264,-1.182192662,-0.793843657,-2.686987705,-1.493493012,-4.379606832,-4.195851557,-3.955427419,-3.557165305,-3.34145165,-1.735654956,-3.340009477,-3.680576703,-3.866414453,-4.467567417,-4.884563087,0.45536896,0.521450102,-5.017341913,-1.240922904,-1.753623794,-0.385011667,-2.01921833,2.956872927,0.645508983,0.364672948,1.895719969,2.844028434,1.38049316,3.016191525,2.39330606,-3.913415697,-4.334335138,-4.09309621,-1.580299809,-4.518904718,-3.99440629,-5.054516119,-2.285871919,-3.090583908,-1.757320759,-2.677451214,-1.180965584,0.148635636,-1.85594555,-1.425885494,-2.023872812,-1.134615673,-0.231778456,0.123220685,-1.846784103,-1.193049072,-1.376702192,0.282872871,-0.696428789,-2.076588073,-0.930823553,-2.626492394,-2.296283877,-0.217910161,-1.640281589,2.244792886,3.125697033,-0.377361427,-0.553804865,-1.183778999,0.209531904,0.101048293,0.112048931,-0.264039063,-0.064103822,0.35927946,-1.018511769,-2.034503937,-2.093962984,3.042682414,-1.641888344,-2.596236835,0.621600945,-0.971203306,-1.193500776,-0.955737981,-1.1780069,-0.91947637,-0.006352188,0.132639716,1.225559881,-1.37688351,-1.510008507,-1.708770929,-1.462169779,-1.338111555,-0.881118358,-0.468003066,-0.563794421,-2.176622732,0.096845813,0.133905372,0.027933436,-2.715615607,-2.272549193,-1.331961683,-1.453028675,0.013091906,-0.087619285,-0.744293341,-1.228312184,-0.003117178,0.793134319,-0.014757529,-0.025110278,-0.046425824,-0.022871035,-0.02432114,-0.672886342,0.210931603,-0.007635874,0.002916032,0.444348506,1.026213974,-0.016941816,0.933210798,-0.696880616,-0.514685287,0.407983671,0.610688287,1.253944188
-0.637761635,-1.069759476,0.914676106,-0.401920438,2.331828576,-1.814305592,-2.527378302,-2.58414207,-2.478724007,-1.697506273,-2.170178374,-2.042878149,-0.913065636,-1.958804895,-1.944863615,-2.292916262,-1.414551316,0.808500652,-2.253364422,-0.798516026,-1.627333336,0.919170489,-2.147430916,4.40339466,0.779058871,0.810898195,3.410647819,2.801716228,1.883067338,2.015169845,0.412027043,-2.572043763,-3.107114728,5.059102346,-0.690992356,-4.191863187,-3.563903638,-5.139747829,-1.255835667,-1.821306276,-2.416544069,-0.779733648,-1.57172131,1.038205148,-2.166736432,-0.718072812,-2.160616219,-0.947069537,-0.231778456,0.44932952,-1.583275237,-1.339412346,-1.970948297,-1.333957738,-0.653780118,-2.425808295,-1.340195227,-0.927008458,-0.275698956,0.378603798,-1.638870694,0.23241883,0.019758263,-0.335602609,0.200122055,-1.033371134,-1.173797555,0.375583112,0.341034576,-0.466083306,-0.634180197,0.138383349,-0.679339766,2.038025965,1.874485479,-3.179013393,1.681532323,-3.945330131,-4.889692263,-2.669177963,-2.167877951,-1.303054902,0.315381528,0.254760017,-0.281113394,0.836450771,0.317402934,-0.646608557,-0.650077519,-0.496450385,-0.328964865,-0.414352618,-0.173976967,0.325276573,-0.712018391,-1.115675832,-0.054394748,0.706006276,0.464540819,0.730338465,0.561476307,0.440987598,0.274403983,0.013091906,-0.050959948,-0.023672793,0.245968091,-0.363925751,0.771878804,-0.339327658,-0.024628276,-0.956623356,-0.022534737,-1.021116853,-0.021176982,-0.892180427,-1.543826574,-0.670085446,0.467578118,-0.527327346,-0.370439492,-0.47284231,0.988781587,-0.182088303,-1.343872686,-1.666580593,1.049038254
-0.555332999,-1.353763922,1.011603011,-0.735036646,0.724286087,-2.850852106,-2.858912012,-2.530883601,-1.531289337,-1.167782616,-1.199024766,-2.754238195,-2.296938258,-2.101567086,-2.941994213,-3.030167994,1.043398438,-1.447312309,-2.902044983,-0.341196558,-0.267568853,-1.814398432,-1.6585908,0.06382946,1.313258424,-1.726822688,-0.169468818,2.968796251,2.152170084,1.845559496,0.357213135,-2.667399883,-4.415135807,0.364373676,-3.688734112,-4.165587722,-3.550781525,-5.084745244,-0.187636905,-1.44684148,-1.983112441,-0.115238802,-1.572529158,2.380565511,-2.632922755,-0.718072812,-2.570846438,-1.384191329,0.464250427,-0.49623034,-1.91363303,-1.949865093,-1.957318727,-0.954505774,-0.858851122,-2.573526974,-1.158941053,-1.156260427,-0.448953813,-1.284378731,-1.734967103,-1.20838957,0.019758263,0.538593552,1.057221508,0.080887429,-0.603656919,-1.693848044,-1.783479291,-1.230394831,0.677765082,0.425338804,-0.367013656,2.601113806,2.713728736,-3.751220022,2.074294207,-2.511918504,-2.816136403,-2.281920585,-2.139219799,-2.29157229,-0.955587347,-0.40574795,-0.968016408,-0.758854287,-0.008602124,-0.46046004,-0.451631907,-0.443740796,0.116762401,0.075805186,0.184870903,0.691791849,-0.791911695,-0.813936467,-1.109811232,0.708650723,0.386645379,-0.975365438,-0.751618906,-0.881814714,0.049626155,0.013091906,-0.348589147,-0.721731018,0.244946675,0.360056425,-0.04276914,-0.655945261,-0.024159289,0.873189516,-0.674560374,-0.506215472,-1.285667575,-0.39871439,1.887830025,-0.434914952,-0.820842366,-0.009327976,-0.719682475,0.917900984,1.702249031,1.120756298,0.859283586,-0.145841798,0.504437525
-0.328131421,-0.4914895,-0.825054379,-2.749549415,-2.051567158,-1.475377681,-1.197718002,-0.505828474,0.110627134,0.35180534,-0.264807348,-1.505712381,-1.409805834,-1.062112569,-2.084778432,-1.562427215,1.232350982,-1.100935286,-1.439627196,-0.400846923,-0.712439585,1.079008636,-0.629185049,2.474699016,0.11130943,1.242847665,0.104792708,2.097617348,1.697721177,0.937260866,0.119713138,-2.107858434,-2.342091032,0.317182966,-2.815600141,-1.868703744,-1.49053615,-2.611020407,-1.273806978,-1.448946082,-1.902007159,-0.526897724,-1.18174112,-0.324385951,-3.099109078,-0.718072812,-2.707589845,-1.074231468,-0.776825424,-0.062871132,-1.429600837,-0.945572165,-2.049262518,-1.175571999,-0.99943527,-2.676490739,-1.084814495,-0.836588404,-1.587149752,-1.093381286,-2.136410563,-1.43126077,2.090384093,0.099156779,0.883897049,1.077585596,1.08264652,0.759295516,0.594657558,-0.87747613,-0.126875037,-0.88771649,-0.844771873,1.096291485,1.23244338,-1.454086404,1.014683942,-1.977902408,-0.824431432,-0.047743405,-0.018516537,0.326662955,0.601349525,1.245521969,0.222615483,-0.805775024,0.922840899,0.527559015,0.474447619,0.649983174,0.789130649,0.729348924,0.580658995,0.957891981,-0.441404068,0.254781404,-0.497410111,0.481224019,-0.025080644,0.242440669,-0.002701168,-0.445476355,0.359005564,0.013091906,1.127483153,-0.709540008,-0.243741694,0.175367881,-0.04181207,-0.002233288,0.531619222,-2.742430969,-0.013037036,-0.00435766,-0.006390582,-1.065413329,0.542603421,-0.402352579,-1.739779817,0.998701612,2.970611139,0.439431187,0.622374465,-0.942743954,-0.769030334,2.804176539,0.658034797
-0.238483671,-0.701277656,-0.272408883,0.645248771,0.672875682,-0.029323334,0.779620975,1.013106541,1.931814554,1.337496176,1.682378695,-0.658788213,-0.663240958,-1.112030808,0.487368607,-0.228815677,1.00856688,-0.317013988,-0.167326344,-0.023061275,-0.24417933,0.470780439,-0.38640225,1.028177283,1.446808312,-1.417401991,0.562596998,2.872402703,1.416796813,3.04219497,-0.634869114,-1.667300056,-1.658349594,-0.439746182,-2.05706998,-1.166284112,-1.630409753,0.503971238,-1.191793731,-1.755377192,-0.713510167,-1.684539994,-0.52953196,0.463191033,-2.477527314,0.697552554,-2.434103032,-1.034580407,-0.498268868,-0.264552984,-1.42126735,-0.751585217,-1.388132173,-0.500998068,-0.385507073,-1.901991514,-0.896492924,0.950585193,1.330952509,1.306057997,-1.84934102,-0.722085695,-1.015554676,-0.64964675,-0.273935077,0.882719292,0.401654372,0.754447765,0.778753123,1.234540406,-0.175590857,-0.173581962,-1.027691274,0.154484993,0.235783611,-0.263972649,0.305830307,-0.151005236,0.130495609,0.339513972,1.070493247,2.089964243,2.190060618,1.832640162,1.27586677,0.461084875,1.155701655,0.770984,1.043325041,1.75688454,1.348178407,1.074973016,0.754805755,1.033203339,0.98930542,1.308695162,0.674188677,-0.875443838,0.747072726,1.211379517,1.313717229,1.10871123,1.344094519,0.013091906,-0.380424608,-0.007106505,-0.24272406,-0.537404003,-0.814650762,-0.32421228,-1.133902678,1.780421821,-0.012903692,-0.004331191,-0.006354696,-0.007360511,-0.371272778,0.009719229,0.184765729,-2.024942657,-2.986780818,-2.287546492,0.775405412,0.200070124,0.713001431,-0.220282104,0.455887238
0.666319623,0.516821062,2.90091762,-0.210320323,3.012631591,-0.560555743,-0.166999233,-0.008762792,0.30445996,0.795442168,-0.54293591,-1.259658387,-0.768946727,-1.204194363,0.608457695,-0.341043629,-1.053170925,-1.246995518,-0.26979793,-0.072769913,-0.255453458,1.440260113,0.501615355,1.028177283,0.645508983,0.705815316,-0.146157007,1.394667431,0.575417676,1.637740106,-0.83911201,0.242769356,-0.180413288,1.229777336,-0.551898353,-0.14913211,-0.661169689,1.413521998,0.622601295,0.448641925,-0.345257349,1.186381433,-0.269308605,0.252817419,-2.166736432,-0.010260129,-2.434103032,-0.674009989,-0.037995575,0.022653511,-1.250905323,-0.352769507,-1.209832793,-0.461609722,-0.061125546,-2.01372332,-0.575118347,0.058398756,-0.53743064,-1.086853342,-1.746807197,-1.541621625,-0.497898206,1.238628826,0.735489172,1.767563499,-0.418103032,-0.601207811,-0.610810878,-0.5341034,-0.711540584,0.457672596,-1.432922632,1.560763649,1.593872491,-2.075157321,1.425758194,-0.769339663,-1.124551359,-1.149937481,-1.193500776,-1.38320496,-0.860264681,-0.625917273,-0.23531986,0.508005612,0.829696597,0.613473716,0.858109136,1.440627007,1.348178407,1.13781376,0.870903596,1.223992113,0.149995094,-0.714627232,-0.063076299,-0.95255405,1.256259095,-0.490843638,-0.195020927,-0.66691529,-0.330159846,0.013091906,-0.086930628,-0.69888782,0.244610608,-3.43E-05,-0.7940681,0.641788238,-1.110152761,-0.922743217,-1.298664006,-0.004305009,-0.63339741,0.327043983,-2.240103634,0.471882949,0.711967512,0.499437851,0.336456061,0.908079893,0.868585223,0.614349836,0.368535577,-1.592765157,0.228199686
2.748790626,-0.095561468,-0.223464933,0.559836167,-0.431708533,0.474597063,0.432971984,0.576949493,1.204131505,0.281419542,1.79312943,-0.846604177,0.414444221,-0.11846198,2.240571676,0.622024098,-0.656357222,1.125101921,0.634208759,0.792160387,0.601727001,-1.636467396,-0.72081226,-0.900518362,2.515207417,-0.94162071,-1.025423905,1.286749437,-0.109187751,2.4341739,-0.061404695,-1.205960146,-0.832195884,0.007836738,-0.952884359,-0.692559479,-1.062084319,0.549293462,-1.200320591,0.193654595,-0.659382894,1.134568302,-1.051079239,-1.481152981,-2.322131873,-0.010260129,-2.160616219,-0.775676521,-0.498268868,0.149934723,-1.446330495,-0.324382779,-1.096095423,-0.643679854,-0.095298327,-1.645171013,-0.515164327,0.857083091,-0.049617931,-0.250677655,-1.911873249,-1.097801733,-1.533211096,0.047182857,0.592881944,1.121428667,0.530815077,0.224684632,0.174594477,-0.106029654,0.073535555,-2.900616969,-4.884598187,0.546410976,0.429208255,-0.732572416,0.640753614,0.917026957,-0.087773429,0.309724943,0.038799768,-0.287820827,-0.66961935,-0.736001934,-0.601668134,-0.336567654,-0.008602124,0.298453147,0.447988204,0.873998926,0.940224638,0.804757817,0.628153566,1.023161825,0.120073935,-0.162953137,0.346156923,-0.768713126,-0.19243415,0.472297137,0.177595156,0.444828495,-0.582934597,0.013091906,-0.348969919,2.064552706,-0.242386102,0.705537668,0.750524457,0.313681458,-0.002429178,0.866264003,1.280623532,0.485807912,1.871456994,1.163994598,0.573921266,0.782654361,0.436183829,0.493528782,0.850859667,0.446732255,0.31346656,0.63669126,-7.120147684,0.97724704,-0.071462917
-2.525557224,-0.563746148,0.221817988,0.224550378,0.803446503,0.919214754,1.647034887,1.648391058,2.374150971,1.732784941,1.889753637,0.206958901,0.155417861,-0.263887063,1.971998877,1.180977306,0.168999562,1.11379112,1.169658875,0.165831549,0.149047345,1.286195712,1.441164701,-0.900518362,-0.422890123,0.051506968,-1.747795546,0.613574673,0.037335211,0.95032481,-1.920036861,0.702222249,-0.42476698,0.030513039,-0.927773377,-0.137149133,-0.812247881,1.880977268,1.61567804,0.595459932,0.811989506,0.697880232,0.510041685,1.291600364,-1.85594555,1.405365237,-1.887129406,-0.37846062,0.438936127,0.472677273,-1.180473545,-0.268482796,-0.847165719,-0.384554023,0.405397026,-1.681773081,-0.352143012,1.783166597,2.185107471,1.312648502,-0.214595729,-0.454149418,-1.015554676,-0.758772433,-0.902827396,0.144970833,-0.148128472,0.226722097,0.240740713,0.349023931,-0.29511893,4.397549032,1.061491232,-0.129605506,-0.140037625,-0.016456147,0.093132144,1.535361385,1.767513394,2.33537892,2.532059009,2.170114301,1.300382406,0.73179355,0.314202551,-0.336567654,0.224258632,0.642111949,0.897798259,1.229788651,0.834458846,0.584815213,0.374849187,0.711874878,1.756585727,2.00227216,0.469910782,-1.95990445,0.294136245,-0.011140984,0.172925751,0.444828495,0.226543967,0.013091906,0.471278494,0.659176505,0.97174475,0.511628622,-0.024458752,0.93740053,1.086029797,-0.91311042,0.623614419,1.932492521,0.597745003,1.20043613,0.625313317,0.864437079,0.296761312,-0.503422356,-0.701534923,-0.008678108,0.547387627,-0.10695106,7.907322531,-1.148863154,-0.282428705
0.91625083,1.109953387,-0.026076223,0.7874683,0.448386914,0.874129073,0.204755108,-0.026960055,0.387465349,0.408088894,0.11840876,-0.701203528,1.242350515,1.389877618,0.975187123,0.79715193,0.112371093,-0.33009094,0.808712228,-0.192070644,0.040588083,0.104166809,0.757985558,-0.900518362,0.779058871,-0.406528137,0.744996838,-0.482406683,-1.166533063,0.659553549,0.43961191,1.419910082,1.830395722,0.482702178,1.261870557,1.855073496,1.534868738,2.389504215,0.718378107,0.717727727,0.344677715,0.978156707,0.376586625,-0.279582941,-1.389759227,1.405365237,-1.476899186,-0.28816458,-0.149129898,0.729554209,-0.835027282,-0.333812148,-0.932507422,-0.461609722,0.082143124,-1.591144063,-0.352143012,0.136236219,0.037704053,-0.241606071,-0.772053188,-0.086479917,-1.015554626,-0.364375124,-1.17292783,0.394101474,-0.673302674,-0.426838516,-0.371531367,0.200541508,0.219697303,-0.946628837,-1.270568026,-2.280531987,-2.277448801,2.728679582,-1.339181406,0.101949758,0.730735464,0.905505525,1.24244216,1.555630519,1.300382406,1.245521969,0.497376688,0.179560453,0.75983837,1.028728101,1.426986559,1.954545498,1.113982725,0.773337445,0.411789409,0.711874878,1.254855841,1.08181584,0.279147144,-1.479724256,0.292713345,-0.010965723,-0.012599317,0.660482766,-0.132390561,0.013091906,0.304166454,-2.062999931,-0.969520244,-0.705060416,-0.775296455,-1.900942867,-0.553657434,0.857219075,-1.284907341,-2.923715289,-1.869983736,-2.19516366,-0.071170297,-1.151486893,-2.21030855,0.980475965,-0.523979595,0.435434189,-0.343293629,-0.121960915,-0.592646371,0.776049338,0.58947556
